id,user,lat,long,tags,title,date_taken_minute,date_taken_hour,date_taken_day,date_taken_month,date_taken_year,temps_diff,lat_std,long_std,cluster_DBSCAN
15456818815,127727950@N08,45.783596,4.876073,"cross,lyon,cia,insa,2014,villeurbanne",,36,17,16,4,2014,293132160.0,0.4894342532844501,2.25911036292229,274
15456471902,127727950@N08,45.783596,4.876073,"cross,lyon,cia,insa,2014,villeurbanne",,48,17,16,4,2014,293132880.0,0.4894342532844501,2.25911036292229,274
15453668361,127727950@N08,45.783596,4.876073,"cross,lyon,cia,insa,2014,villeurbanne",,48,17,16,4,2014,293132880.0,0.4894342532844501,2.25911036292229,274
15456817985,127727950@N08,45.783596,4.876073,"cross,lyon,cia,insa,2014,villeurbanne",,49,17,16,4,2014,293132940.0,0.4894342532844501,2.25911036292229,274
15270111810,127727950@N08,45.783596,4.876073,"cross,lyon,cia,insa,2014,villeurbanne",,50,17,16,4,2014,293133000.0,0.4894342532844501,2.25911036292229,274
15270111560,127727950@N08,45.783596,4.876073,"cross,lyon,cia,insa,2014,villeurbanne",,57,17,16,4,2014,293133420.0,0.4894342532844501,2.25911036292229,274
15270242457,127727950@N08,45.783596,4.876073,"cross,lyon,cia,insa,2014,villeurbanne",,59,17,16,4,2014,293133540.0,0.4894342532844501,2.25911036292229,274
15433730446,127727950@N08,45.783596,4.876073,"cross,lyon,cia,insa,2014,villeurbanne",,4,18,16,4,2014,293133840.0,0.4894342532844501,2.25911036292229,274
15270110780,127727950@N08,45.783596,4.876073,"cross,lyon,cia,insa,2014,villeurbanne",,5,18,16,4,2014,293133900.0,0.4894342532844501,2.25911036292229,274
15270110020,127727950@N08,45.783596,4.876073,"cross,lyon,cia,insa,2014,villeurbanne",,5,18,16,4,2014,293133900.0,0.4894342532844501,2.25911036292229,274
15456468702,127727950@N08,45.783596,4.876073,"cross,lyon,cia,insa,2014,villeurbanne",,7,18,16,4,2014,293134020.0,0.4894342532844501,2.25911036292229,274
15270109420,127727950@N08,45.783596,4.876073,"cross,lyon,cia,insa,2014,villeurbanne",,8,18,16,4,2014,293134080.0,0.4894342532844501,2.25911036292229,274
15270197198,127727950@N08,45.783596,4.876073,"cross,lyon,cia,insa,2014,villeurbanne",,9,18,16,4,2014,293134140.0,0.4894342532844501,2.25911036292229,274
15270108960,127727950@N08,45.783596,4.876073,"cross,lyon,cia,insa,2014,villeurbanne",,9,18,16,4,2014,293134140.0,0.4894342532844501,2.25911036292229,274
15270240267,127727950@N08,45.783596,4.876073,"cross,lyon,cia,insa,2014,villeurbanne",,10,18,16,4,2014,293134200.0,0.4894342532844501,2.25911036292229,274
15270239837,127727950@N08,45.783596,4.876073,"cross,lyon,cia,insa,2014,villeurbanne",,10,18,16,4,2014,293134200.0,0.4894342532844501,2.25911036292229,274
