id,user,lat,long,tags,title,date_taken_minute,date_taken_hour,date_taken_day,date_taken_month,date_taken_year,lat_rad,long_rad,cluster dbscan,cluster_DBSCAN,cluster_kmeans
8424249349,76211716@N06,45.796673,4.841195,,,45,18,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8425342242,76211716@N06,45.796673,4.841195,,,31,18,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8424251783,76211716@N06,45.796673,4.841195,,,31,18,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8425341070,76211716@N06,45.796673,4.841195,,,33,18,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8424250809,76211716@N06,45.796673,4.841195,,,45,18,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8425340362,76211716@N06,45.796673,4.841195,,,48,18,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8425339860,76211716@N06,45.796673,4.841195,,,55,18,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8421660318,76211716@N06,45.796673,4.841195,,delph 93,25,18,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8422792693,76211716@N06,45.796673,4.841195,,,27,18,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8422792085,76211716@N06,45.796673,4.841195,,delph 99,30,18,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8421664806,76211716@N06,45.796673,4.841195,,,46,17,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8420567865,76211716@N06,45.796673,4.841195,,,46,17,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8420567185,76211716@N06,45.796673,4.841195,,,18,18,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8420566481,76211716@N06,45.796673,4.841195,,,19,18,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8421662186,76211716@N06,45.796673,4.841195,,,20,18,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8421661202,76211716@N06,45.796673,4.841195,,,20,18,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8420684276,76211716@N06,45.796673,4.841195,,,44,17,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8420683682,76211716@N06,45.796673,4.841195,,,44,17,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8420683104,76211716@N06,45.796673,4.841195,,,45,17,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8419585397,76211716@N06,45.796673,4.841195,,delph 81nb,45,17,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8418452926,76211716@N06,45.796673,4.841195,,delph 77,38,17,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8417358817,76211716@N06,45.796673,4.841195,,,38,17,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8417018383,76211716@N06,45.796673,4.841195,,,31,17,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8417018019,76211716@N06,45.796673,4.841195,,,33,17,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8417017261,76211716@N06,45.796673,4.841195,,delph 74 nb,34,17,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8418110772,76211716@N06,45.796673,4.841195,,,34,17,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8416809665,76211716@N06,45.796673,4.841195,,,48,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8416809155,76211716@N06,45.796673,4.841195,,,49,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8417903656,76211716@N06,45.796673,4.841195,,,52,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8417903244,76211716@N06,45.796673,4.841195,,,55,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8416807851,76211716@N06,45.796673,4.841195,,delph 66,59,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8410257055,76211716@N06,45.796673,4.841195,,delph 46,37,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8411425787,76211716@N06,45.796673,4.841195,,,38,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8411425285,76211716@N06,45.796673,4.841195,,,44,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8412522556,76211716@N06,45.796673,4.841195,,delph 55,47,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8406841992,76211716@N06,45.796673,4.841195,,,17,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8405748573,76211716@N06,45.796673,4.841195,,,17,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8406841142,76211716@N06,45.796673,4.841195,,,21,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8405747763,76211716@N06,45.796673,4.841195,,,25,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8405746993,76211716@N06,45.796673,4.841195,,,33,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8405746725,76211716@N06,45.796673,4.841195,,,35,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8405746507,76211716@N06,45.796673,4.841195,,,36,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8406839136,76211716@N06,45.796673,4.841195,,,37,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8406838768,76211716@N06,45.796673,4.841195,,,21,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8405745345,76211716@N06,45.796673,4.841195,,,23,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8405744957,76211716@N06,45.796673,4.841195,,,26,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8406841868,76211716@N06,45.796673,4.841195,,,17,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8406840490,76211716@N06,45.796673,4.841195,,,25,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8398630474,76211716@N06,45.796673,4.841195,,,6,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8397541969,76211716@N06,45.796673,4.841195,,,7,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8397541643,76211716@N06,45.796673,4.841195,,,7,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8398628920,76211716@N06,45.796673,4.841195,,,9,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8397540365,76211716@N06,45.796673,4.841195,,,10,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8397539803,76211716@N06,45.796673,4.841195,,,10,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8398627440,76211716@N06,45.796673,4.841195,,,10,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
8397538905,76211716@N06,45.796673,4.841195,,,10,15,19,1,2013,0.7993027303091891,0.08449479248108688,277,142,3
