id,user,lat,long,tags,title,date_taken_minute,date_taken_hour,date_taken_day,date_taken_month,date_taken_year,temps_diff,lat_std,long_std,cluster_kmeans,cluster_DBSCAN
14222203470,106667102@N04,45.747261,4.874194,"flowers,flower,fleur,metal,fleurs,jaune,marine,sac,bleu,ciel,mtal,strass,sacs,argent,accroche,cabochon,argente,bleumarine,bleuciel,bleufonc,accrochesac,accrochesacs",accroche sac fleur jaune bleue avec strass mtal argent,54,21,6,6,2014,-0.048370393886572806,-0.8089570675402568,2.1531143344515233,2,270
14428983433,106667102@N04,45.747261,4.874194,"flowers,flower,fleur,metal,fleurs,jaune,marine,sac,bleu,ciel,mtal,strass,sacs,argent,accroche,cabochon,argente,bleumarine,bleuciel,bleufonc,accrochesac,accrochesacs",accroche sac fleur jaune bleue avec strass mtal argent,54,21,6,6,2014,-0.048370393886572806,-0.8089570675402568,2.1531143344515233,2,270
14428982753,106667102@N04,45.747261,4.874194,"flowers,flower,fleur,metal,fleurs,jaune,marine,sac,bleu,ciel,mtal,strass,sacs,argent,accroche,cabochon,argente,bleumarine,bleuciel,bleufonc,accrochesac,accrochesacs",accroche sac fleur jaune bleue avec strass mtal argent,54,21,6,6,2014,-0.048370393886572806,-0.8089570675402568,2.1531143344515233,2,270
14222157679,106667102@N04,45.747261,4.874194,,"un parfum de roses broche 2 romantique pendentif cabochon rsine,bronze",54,21,6,6,2014,-0.048370393886572806,-0.8089570675402568,2.1531143344515233,2,270
14222156759,106667102@N04,45.747261,4.874194,,"un parfum de roses broche 2 romantique pendentif cabochon rsine,bronze",54,21,6,6,2014,-0.048370393886572806,-0.8089570675402568,2.1531143344515233,2,270
14222362487,106667102@N04,45.747269,4.87418,,"un parfum de roses broche 2 romantique pendentif cabochon rsine,bronze",55,21,6,6,2014,-0.04836971176012821,-0.8086711963260542,2.1523245822436414,2,270
14222361167,106667102@N04,45.747269,4.87418,,"un parfum de roses broche 2 romantique pendentif cabochon rsine,bronze",55,21,6,6,2014,-0.04836971176012821,-0.8086711963260542,2.1523245822436414,2,270
14222153369,106667102@N04,45.747269,4.87418,,boucles doreilles  jolis coquelicots2 en bronze avec cabochon en rsine,56,21,6,6,2014,-0.04836902963368363,-0.8086711963260542,2.1523245822436414,2,270
14222152219,106667102@N04,45.747269,4.87418,,boucles doreilles  jolis coquelicots2 en bronze avec cabochon en rsine,56,21,6,6,2014,-0.04836902963368363,-0.8086711963260542,2.1523245822436414,2,270
14222349217,106667102@N04,45.747269,4.874202,,boucles doreilles  rveuse en bronze avec cabochon en rsine,0,22,6,6,2014,-0.048366301127905256,-0.8086711963260542,2.1535656214274628,2,270
14385658346,106667102@N04,45.747269,4.874202,,boucles doreilles  rveuse en bronze avec cabochon en rsine,0,22,6,6,2014,-0.048366301127905256,-0.8086711963260542,2.1535656214274628,2,270
14222174658,106667102@N04,45.747269,4.874202,,boucles doreilles  rveuse en bronze avec cabochon en rsine,0,22,6,6,2014,-0.048366301127905256,-0.8086711963260542,2.1535656214274628,2,270
14385656336,106667102@N04,45.747269,4.874202,,boucles doreilles  rveuse en bronze avec cabochon en rsine,0,22,6,6,2014,-0.048366301127905256,-0.8086711963260542,2.1535656214274628,2,270
14222181080,106667102@N04,45.747269,4.874202,,boucles doreilles  rveuse en bronze avec cabochon en rsine,0,22,6,6,2014,-0.048366301127905256,-0.8086711963260542,2.1535656214274628,2,270
14222151488,106667102@N04,45.747269,4.874208,,"petits coquelicots broche 2 romantique pendentif cabochon rsine,bronze",4,22,6,6,2014,-0.048363572622126885,-0.8086711963260542,2.1539040866594052,2,270
14222320407,106667102@N04,45.747269,4.874208,,"mloncolie broche 2 romantique pendentif cabochon rsine,bronze",5,22,6,6,2014,-0.04836289049568229,-0.8086711963260542,2.1539040866594052,2,270
14222158020,106667102@N04,45.747269,4.874208,,"mloncolie broche 2 romantique pendentif cabochon rsine,bronze",5,22,6,6,2014,-0.04836289049568229,-0.8086711963260542,2.1539040866594052,2,270
14222157040,106667102@N04,45.747269,4.874208,,"mloncolie broche 2 romantique pendentif cabochon rsine,bronze",5,22,6,6,2014,-0.04836289049568229,-0.8086711963260542,2.1539040866594052,2,270
14428936983,106667102@N04,45.747269,4.874208,,"mille et une questions broche 2 romantique pendentif cabochon rsine,bronze",5,22,6,6,2014,-0.04836289049568229,-0.8086711963260542,2.1539040866594052,2,270
14405389621,106667102@N04,45.747269,4.874208,,"mille et une questions broche 2 romantique pendentif cabochon rsine,bronze",5,22,6,6,2014,-0.04836289049568229,-0.8086711963260542,2.1539040866594052,2,270
14407445732,106667102@N04,45.747269,4.874208,,"mille et une questions broche 2 romantique pendentif cabochon rsine,bronze",5,22,6,6,2014,-0.04836289049568229,-0.8086711963260542,2.1539040866594052,2,270
14222314397,106667102@N04,45.747269,4.874208,,"mille et une questions broche 2 romantique pendentif cabochon rsine,bronze",5,22,6,6,2014,-0.04836289049568229,-0.8086711963260542,2.1539040866594052,2,270
