id,user,lat,long,tags,title,date_taken_minute,date_taken_hour,date_taken_day,date_taken_month,date_taken_year,temps_diff,lat_std,long_std,cluster_DBSCAN
4757448965,41610421@N05,45.750276,4.864883,"geotagged,interieur,metro",quai,50,5,22,10,2009,-1.7070863551790068,-0.7012193537028142,1.627872705344831,93
4758085164,41610421@N05,45.750276,4.864883,"geotagged,interieur,metro",sortie des quais,54,5,22,10,2009,-1.7070836266732283,-0.7012193537028142,1.627872705344831,93
4757445383,41610421@N05,45.750276,4.864883,"geotagged,interieur,metro",entre des quais,31,16,3,7,2010,-1.4571545437538753,-0.7012193537028142,1.627872705344831,93
4757443607,41610421@N05,45.750276,4.864883,"geotagged,interieur,metro",pilier dcor,33,16,3,7,2010,-1.4571531795009862,-0.7012193537028142,1.627872705344831,93
4757441297,41610421@N05,45.750276,4.864883,"geotagged,interieur,metro",pilier dcor,34,16,3,7,2010,-1.4571524973745416,-0.7012193537028142,1.627872705344831,93
4758077298,41610421@N05,45.750276,4.864883,"geotagged,interieur,metro",siges,35,16,3,7,2010,-1.4571518152480971,-0.7012193537028142,1.627872705344831,93
4757436869,41610421@N05,45.750276,4.864883,"geotagged,interieur,metro",banquette de mtro,38,16,3,7,2010,-1.4571497688687634,-0.7012193537028142,1.627872705344831,93
4757434687,41610421@N05,45.750276,4.864883,"geotagged,interieur,metro",banquette de mtro,38,16,3,7,2010,-1.4571497688687634,-0.7012193537028142,1.627872705344831,93
4757432583,41610421@N05,45.750276,4.864883,"geotagged,panneau,interieur,metro",espace surveill,53,16,3,7,2010,-1.4571395369720943,-0.7012193537028142,1.627872705344831,93
5360048448,41610421@N05,45.750277,4.864883,"ville,manifestation",rassemblement tunisien contre ben ali,26,16,15,1,2011,-1.2646345866643152,-0.7011836198011341,1.627872705344831,93
5359430749,41610421@N05,45.750277,4.864883,"ville,manifestation",une manifestante heureuse,24,16,15,1,2011,-1.2646359509172045,-0.7011836198011341,1.627872705344831,93
5360042320,41610421@N05,45.750277,4.864883,"ville,manifestation",anarchistes lyonnais,24,16,15,1,2011,-1.2646359509172045,-0.7011836198011341,1.627872705344831,93
5359425731,41610421@N05,45.750277,4.864883,"ville,manifestation",anarchistes lyonnais,16,16,15,1,2011,-1.2646414079287611,-0.7011836198011341,1.627872705344831,93
5359418075,41610421@N05,45.750277,4.864883,"ville,manifestation,drapeau,partipirate",drapeau pirate en action,12,16,15,1,2011,-1.2646441364345395,-0.7011836198011341,1.627872705344831,93
