id,user,lat,long,tags,title,date_taken_minute,date_taken_hour,date_taken_day,date_taken_month,date_taken_year,temps_diff,lat_std,long_std,cluster_kmeans,cluster_DBSCAN
5578033896,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 061,56,16,26,2,2011,-1.2233591155020238,2.667772905203106,0.218898355629726,1,138
5578033752,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 060,50,15,26,2,2011,-1.223404135847367,2.667772905203106,0.218898355629726,1,138
5578033628,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 059,50,15,26,2,2011,-1.223404135847367,2.667772905203106,0.218898355629726,1,138
5577447079,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 058,49,15,26,2,2011,-1.2234048179738115,2.667772905203106,0.218898355629726,1,138
5577446953,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 057,49,15,26,2,2011,-1.2234048179738115,2.667772905203106,0.218898355629726,1,138
5578033264,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 056,49,15,26,2,2011,-1.2234048179738115,2.667772905203106,0.218898355629726,1,138
5578033166,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 055,49,15,26,2,2011,-1.2234048179738115,2.667772905203106,0.218898355629726,1,138
5577446619,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 054,49,15,26,2,2011,-1.2234048179738115,2.667772905203106,0.218898355629726,1,138
5578032926,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 053,48,15,26,2,2011,-1.2234055001002562,2.667772905203106,0.218898355629726,1,138
5578032802,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 052,48,15,26,2,2011,-1.2234055001002562,2.667772905203106,0.218898355629726,1,138
5578032678,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 051,48,15,26,2,2011,-1.2234055001002562,2.667772905203106,0.218898355629726,1,138
5578032538,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 049,47,15,26,2,2011,-1.2234061822267008,2.667772905203106,0.218898355629726,1,138
5577445969,58403747@N02,45.844556,4.839906,"car,voitures,bouton,musedelautomobilelyon26022011",muse de lautomobile  lyon  26022011 048,47,15,26,2,2011,-1.2234061822267008,2.667772905203106,0.218898355629726,1,138
5578030372,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 047,47,15,26,2,2011,-1.2234061822267008,2.667772905203106,0.218898355629726,1,138
5577443761,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 046,46,15,26,2,2011,-1.2234068643531453,2.667772905203106,0.218898355629726,1,138
5578030010,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 045,46,15,26,2,2011,-1.2234068643531453,2.667772905203106,0.218898355629726,1,138
5577443487,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 044,45,15,26,2,2011,-1.22340754647959,2.667772905203106,0.218898355629726,1,138
5577443345,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 043,45,15,26,2,2011,-1.22340754647959,2.667772905203106,0.218898355629726,1,138
5578029668,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 042,45,15,26,2,2011,-1.22340754647959,2.667772905203106,0.218898355629726,1,138
5577443111,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 041,45,15,26,2,2011,-1.22340754647959,2.667772905203106,0.218898355629726,1,138
5577442983,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 040,44,15,26,2,2011,-1.2234082286060346,2.667772905203106,0.218898355629726,1,138
5577442827,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 039,44,15,26,2,2011,-1.2234082286060346,2.667772905203106,0.218898355629726,1,138
5577442717,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 038,44,15,26,2,2011,-1.2234082286060346,2.667772905203106,0.218898355629726,1,138
5577442593,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 037,44,15,26,2,2011,-1.2234082286060346,2.667772905203106,0.218898355629726,1,138
5578028834,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 036,43,15,26,2,2011,-1.223408910732479,2.667772905203106,0.218898355629726,1,138
5578028702,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 035,43,15,26,2,2011,-1.223408910732479,2.667772905203106,0.218898355629726,1,138
5577442067,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 034,43,15,26,2,2011,-1.223408910732479,2.667772905203106,0.218898355629726,1,138
5577441917,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 033,43,15,26,2,2011,-1.223408910732479,2.667772905203106,0.218898355629726,1,138
5577441781,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 032,42,15,26,2,2011,-1.2234095928589237,2.667772905203106,0.218898355629726,1,138
5578028012,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 031,42,15,26,2,2011,-1.2234095928589237,2.667772905203106,0.218898355629726,1,138
5578027896,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 030,42,15,26,2,2011,-1.2234095928589237,2.667772905203106,0.218898355629726,1,138
5578027792,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 029,41,15,26,2,2011,-1.2234102749853684,2.667772905203106,0.218898355629726,1,138
5578027650,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 028,41,15,26,2,2011,-1.2234102749853684,2.667772905203106,0.218898355629726,1,138
5577441165,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 027,41,15,26,2,2011,-1.2234102749853684,2.667772905203106,0.218898355629726,1,138
5578027424,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 026,40,15,26,2,2011,-1.223410957111813,2.667772905203106,0.218898355629726,1,138
5577440915,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 025,40,15,26,2,2011,-1.223410957111813,2.667772905203106,0.218898355629726,1,138
5578027214,58403747@N02,45.844556,4.839906,"car,voitures,bouton",muse de lautomobile  lyon  26022011 024,40,15,26,2,2011,-1.223410957111813,2.667772905203106,0.218898355629726,1,138
