id,user,lat,long,tags,title,date_taken_minute,date_taken_hour,date_taken_day,date_taken_month,date_taken_year,lat_rad,long_rad,cluster dbscan,cluster_DBSCAN,cluster_kmeans
11690355134,60936467@N05,45.783252,4.849712,"france,lyon",img5715,14,12,9,12,2013,0.7990684896702789,0.08464344217347924,11,158,3
13886648672,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra139jpg,29,17,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
13909815993,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra138jpg,24,17,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
13909760675,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra137jpg,24,17,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
13886646012,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra136jpg,22,17,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
13886637871,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra135jpg,10,17,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
13886643402,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra134jpg,9,17,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
13909756025,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra133jpg,4,17,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
13910169274,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra132jpg,2,17,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
13886639782,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra131jpg,53,16,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
13909806963,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra130jpg,52,16,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
13910166144,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra129jpg,52,16,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
13886637282,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra128jpg,51,16,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
13910164564,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra127jpg,51,16,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
13910164004,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra126jpg,50,16,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
13886634742,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra123jpg,23,16,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
13909747345,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra122jpg,22,16,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
13886625961,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra121jpg,20,16,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
13910159054,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra120jpg,11,16,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
13910158264,66063379@N03,45.783252,4.849809,"lyon,tournage,interpol,cinma,vido,courtmtrage,khra,sethyoungruiz",khra119jpg,11,16,18,3,2014,0.7990684896702789,0.08464513514285367,11,158,3
