id,user,lat,long,tags,title,date_taken_minute,date_taken_hour,date_taken_day,date_taken_month,date_taken_year,lat_rad,long_rad,cluster dbscan,cluster_DBSCAN,cluster_kmeans
25384209075,9024930@N06,45.757714,4.842018,"square,squareformat,iphoneography,instagramapp,uploadedbyinstagram",patrickspadrille est une lgende,22,12,29,2,2016,0.7986227674859047,0.0845091565408308,186,173,0
24991894999,9024930@N06,45.757714,4.842018,"square,squareformat,clarendon,iphoneography,instagramapp,uploadedbyinstagram",patrickspadrille,6,16,28,2,2016,0.7986227674859047,0.0845091565408308,186,173,0
24732776713,9024930@N06,45.757714,4.842018,"square,squareformat,clarendon,iphoneography,instagramapp,uploadedbyinstagram",pause djeuner,5,16,28,2,2016,0.7986227674859047,0.0845091565408308,186,173,0
24732745993,9024930@N06,45.757714,4.842018,"square,squareformat,iphoneography,instagramapp,uploadedbyinstagram",upload,3,16,28,2,2016,0.7986227674859047,0.0845091565408308,186,173,0
25266394431,9024930@N06,45.757714,4.842018,"square,squareformat,hudson,iphoneography,instagramapp,uploadedbyinstagram",bravo  la photo de fin dune semaine de stage intensif anim par le grand patrick spadrille  un spectacle de fin d une trs haute qualit les rires et l motion ont transport le public enthousiasm vous pouvez tre fier de vous les amis,2,16,28,2,2016,0.7986227674859047,0.0845091565408308,186,173,0
25324424726,9024930@N06,45.757714,4.842018,"square,squareformat,iphoneography,instagramapp,uploadedbyinstagram",patrickspadrille debrief ses lves devant le public  moment intense et complice,28,9,28,2,2016,0.7986227674859047,0.0845091565408308,186,173,0
25054283430,9024930@N06,45.757714,4.842018,"square,squareformat,iphoneography,instagramapp,uploadedbyinstagram",stage impro patrickspadrille  aprs 6 jours intensifs les lves prsentent laboutissement de leur travail,57,8,28,2,2016,0.7986227674859047,0.0845091565408308,186,173,0
25216242912,9024930@N06,45.757714,4.842018,"square,squareformat,crema,iphoneography,instagramapp,uploadedbyinstagram","fin de tourne pour patrickspadrille et nicolastondreau  on dine avec la super quipe de bnvoles, on se remmore les impros et beaux moments de cette semaine",56,0,28,2,2016,0.7986227674859047,0.0845091565408308,186,173,0
25287526916,9024930@N06,45.757714,4.842018,"square,squareformat,iphoneography,instagramapp,uploadedbyinstagram",cest parti pour le festival des zelles 2 me dition,24,13,27,2,2016,0.7986227674859047,0.0845091565408308,186,173,0
25220608531,9024930@N06,45.757714,4.842018,"square,squareformat,juno,iphoneography,instagramapp,uploadedbyinstagram",nicolastondreau  tandem,23,13,27,2,2016,0.7986227674859047,0.0845091565408308,186,173,0
24946011419,9024930@N06,45.757714,4.842018,"square,squareformat,iphoneography,instagramapp,uploadedbyinstagram",stage impro patrickspadrille  le debrief aprs une semaine de stage,21,13,27,2,2016,0.7986227674859047,0.0845091565408308,186,173,0
24873115839,9024930@N06,45.757714,4.842018,"square,squareformat,clarendon,iphoneography,instagramapp,uploadedbyinstagram",il s s appelle sophie,31,12,24,2,2016,0.7986227674859047,0.0845091565408308,186,173,0
24945172840,9024930@N06,45.757714,4.842018,"square,squareformat,iphoneography,instagramapp,uploadedbyinstagram","ce soir il s s appelle sophie, est fan de cloclo, a 32 ans",30,12,24,2,2016,0.7986227674859047,0.0845091565408308,186,173,0
25239271685,9024930@N06,45.757714,4.842018,"square,squareformat,ludwig,iphoneography,instagramapp,uploadedbyinstagram",upload,52,10,24,2,2016,0.7986227674859047,0.0845091565408308,186,173,0
25120829592,9024930@N06,45.757714,4.842018,"square,squareformat,lark,iphoneography,instagramapp,uploadedbyinstagram",scandale bar jazz ,40,10,24,2,2016,0.7986227674859047,0.0845091565408308,186,173,0
