id,user,lat,long,tags,title,date_taken_minute,date_taken_hour,date_taken_day,date_taken_month,date_taken_year,lat_rad,long_rad,cluster dbscan,cluster_DBSCAN,cluster_kmeans
18611328664,133755247@N06,45.765605,4.849185,,img20150626172736,27,17,26,6,2015,0.7987604914171795,0.08463424428832124,777,170,3
18613243723,133755247@N06,45.765605,4.849185,,img20150626172828,28,17,26,6,2015,0.7987604914171795,0.08463424428832124,777,170,3
19154523946,133755247@N06,45.765605,4.849185,,unicef divers 2,26,10,26,6,2015,0.7987604914171795,0.08463424428832124,777,170,3
19154524866,133755247@N06,45.765605,4.849185,,unicef divers 1,26,10,26,6,2015,0.7987604914171795,0.08463424428832124,777,170,3
19154516086,133755247@N06,45.765605,4.849185,,unicef divers 3,26,10,26,6,2015,0.7987604914171795,0.08463424428832124,777,170,3
18560106063,133755247@N06,45.765605,4.849185,,unicef divers 42,34,19,6,12,2013,0.7987604914171795,0.08463424428832124,777,170,3
18993083638,133755247@N06,45.765605,4.849185,,unicef divers 1,57,10,17,11,2014,0.7987604914171795,0.08463424428832124,777,170,3
18992978880,133755247@N06,45.765605,4.849185,,unicef divers 2,32,8,18,11,2014,0.7987604914171795,0.08463424428832124,777,170,3
18994510559,133755247@N06,45.765605,4.849185,,unicef divers 3,31,8,18,11,2014,0.7987604914171795,0.08463424428832124,777,170,3
18558128764,133755247@N06,45.765605,4.849185,,unicef divers 5,36,8,18,11,2014,0.7987604914171795,0.08463424428832124,777,170,3
19184233151,133755247@N06,45.765605,4.849185,,unicef divers 7,57,17,18,11,2014,0.7987604914171795,0.08463424428832124,777,170,3
19184233251,133755247@N06,45.765605,4.849185,,unicef divers 6,42,16,18,11,2014,0.7987604914171795,0.08463424428832124,777,170,3
18993080828,133755247@N06,45.765605,4.849185,,unicef divers 36,33,0,28,11,2014,0.7987604914171795,0.08463424428832124,777,170,3
19184232841,133755247@N06,45.765605,4.849185,,unicef divers 10,50,15,21,12,2014,0.7987604914171795,0.08463424428832124,777,170,3
18558126894,133755247@N06,45.765605,4.849185,,unicef divers 12,21,17,7,1,2015,0.7987604914171795,0.08463424428832124,777,170,3
19180648275,133755247@N06,45.765605,4.849185,,unicef divers 9,16,12,28,11,2014,0.7987604914171795,0.08463424428832124,777,170,3
18992976730,133755247@N06,45.765605,4.849185,,unicef divers 15,5,13,15,1,2015,0.7987604914171795,0.08463424428832124,777,170,3
19154512736,133755247@N06,45.765605,4.849185,,unicef divers 13,41,12,8,1,2015,0.7987604914171795,0.08463424428832124,777,170,3
18994508439,133755247@N06,45.765605,4.849185,,unicef divers 34,38,22,27,11,2014,0.7987604914171795,0.08463424428832124,777,170,3
18560043953,133755247@N06,45.765605,4.849185,,unicef divers 40,10,16,20,11,2013,0.7987604914171795,0.08463424428832124,777,170,3
