id,user,lat,long,tags,title,date_taken_minute,date_taken_hour,date_taken_day,date_taken_month,date_taken_year,temps_diff,lat_std,long_std,cluster_DBSCAN
8444551703,46032524@N00,45.773835,4.806141,"square,squareformat,iphoneography,instagramapp,xproii,uploadedbyinstagram,foursquarevenue4be26f00b02ec9b6a1004dc0",repas du pauvre certains reconnatront brids ou pas nuocmam chouchinois riz oeuf,42,19,4,2,2013,-0.5268220676410774,0.14063563810416913,-1.6858147371408485,223
8442556398,46032524@N00,45.773835,4.806141,"square,squareformat,rise,iphoneography,instagramapp,uploadedbyinstagram,foursquarevenue4be26f00b02ec9b6a1004dc0","plus de freebox,  on ressort le matos  lancienne pour le sharing linksys wrt54g",12,21,3,2,2013,-0.5277429383412773,0.14063563810416913,-1.6858147371408485,223
8441973308,46032524@N00,45.773835,4.806141,"square,squareformat,rise,iphoneography,instagramapp,uploadedbyinstagram,foursquarevenue4be26f00b02ec9b6a1004dc0",demain je renvoie tout le toutim fin de 10 ans de fidlit chez free pour le meilleur et le peer to peer,9,18,3,2,2013,-0.5278677674806377,0.14063563810416913,-1.6858147371408485,223
8438372867,46032524@N00,45.773835,4.806141,"square,squareformat,rise,iphoneography,instagramapp,uploadedbyinstagram,foursquarevenue4be26f00b02ec9b6a1004dc0",et si on testait de nouvelles drogues  lutti malabar,38,22,2,2,2013,-0.5286665375472555,0.14063563810416913,-1.6858147371408485,223
8437067354,46032524@N00,45.773835,4.806141,"square,squareformat,rise,iphoneography,instagramapp,uploadedbyinstagram,foursquarevenue4be26f00b02ec9b6a1004dc0",3eme session de fifa13 se faire plaisir avec lol contre lasse,12,2,2,2,2013,-0.5295028245683259,0.14063563810416913,-1.6858147371408485,223
8433108683,46032524@N00,45.773835,4.806141,"square,squareformat,hudson,iphoneography,instagramapp,uploadedbyinstagram,foursquarevenue4be26f00b02ec9b6a1004dc0",si mme avec un top diams et un top master je peux pas gagner un 33 en random team cest la fin  sc2,57,23,31,1,2013,-0.5305771737185591,0.14063563810416913,-1.6858147371408485,223
8425219118,46032524@N00,45.773835,4.806141,"square,squareformat,iphoneography,instagramapp,xproii,uploadedbyinstagram,foursquarevenue4be26f00b02ec9b6a1004dc0",quand jessaye de ne pas fumer pendant 45 minutes compenserquilsdisaient,14,22,28,1,2013,-0.5335942189829915,0.14063563810416913,-1.6858147371408485,223
8417228933,46032524@N00,45.773835,4.806141,"square,squareformat,earlybird,iphoneography,instagramapp,uploadedbyinstagram,foursquarevenue4be26f00b02ec9b6a1004dc0",viens de trouver loccasion de tester icloudcom pour localiser ou tait mon iphone oubli au taf quoi,53,22,26,1,2013,-0.5355321402120788,0.14063563810416913,-1.6858147371408485,223
8416545411,77161041@N00,45.773835,4.806141,"square,squareformat,rise,iphoneography,instagramapp,uploadedbyinstagram,foursquarevenue4be26f00b02ec9b6a1004dc0",formation fifa,36,18,26,1,2013,-0.5357074467083391,0.14063563810416913,-1.6858147371408485,223
8417540778,46032524@N00,45.773835,4.806141,"square,squareformat,iphoneography,instagramapp,uploadedbyinstagram,foursquarevenue4be26f00b02ec9b6a1004dc0",pho de nhinhi approuv par nana,0,18,26,1,2013,-0.5357320032603444,0.14063563810416913,-1.6858147371408485,223
8416443211,46032524@N00,45.773835,4.806141,"valencia,square,squareformat,iphoneography,instagramapp,uploadedbyinstagram,foursquarevenue4be26f00b02ec9b6a1004dc0",papa multitask,59,17,26,1,2013,-0.535732685386789,0.14063563810416913,-1.6858147371408485,223
8416426215,46032524@N00,45.773835,4.806141,"square,squareformat,rise,iphoneography,instagramapp,uploadedbyinstagram,foursquarevenue4be26f00b02ec9b6a1004dc0",pho by my sister makingof,53,17,26,1,2013,-0.5357367781454566,0.14063563810416913,-1.6858147371408485,223
8417238388,77161041@N00,45.773835,4.806141,"square,squareformat,rise,iphoneography,instagramapp,uploadedbyinstagram,foursquarevenue4be26f00b02ec9b6a1004dc0",,8,16,26,1,2013,-0.5358084014221388,0.14063563810416913,-1.6858147371408485,223
8415872169,77161041@N00,45.773835,4.806141,"square,squareformat,rise,iphoneography,instagramapp,uploadedbyinstagram,foursquarevenue4be26f00b02ec9b6a1004dc0",oh le bouillon ph cc bonjourpho,8,14,26,1,2013,-0.5358902565954898,0.14063563810416913,-1.6858147371408485,223
8414104667,46032524@N00,45.773835,4.806141,"valencia,square,squareformat,iphoneography,instagramapp,uploadedbyinstagram,foursquarevenue4be26f00b02ec9b6a1004dc0",pho in progress merci nhinhi,44,21,25,1,2013,-0.5365614690169689,0.14063563810416913,-1.6858147371408485,223
8413953389,46032524@N00,45.773835,4.806141,"square,squareformat,iphoneography,instagramapp,xproii,uploadedbyinstagram,foursquarevenue4be26f00b02ec9b6a1004dc0","pas de freebox, pas de beinsport suivre un match de lol  lancienne stream",40,20,25,1,2013,-0.5366051251094228,0.14063563810416913,-1.6858147371408485,223
