id,lat,long,cluster_DBSCAN,text_clean,date_taken_year,date_taken_month,date_taken_day,date_taken_hour,date_taken_minute,temps_diff,Type,date_taken
6227214392,45.737892,4.814693,174,biennale lyon art biennaledelyon,2011,10,8,14,51,213547860.0,undef,2011-10-08 14:51:00
6226677975,45.737892,4.814693,174,joana hadjithomas khalil joreige lebanese rocket society president album art biennaledelyon khaliljoreige joanahadjithomas,2011,10,8,15,41,213550860.0,undef,2011-10-08 15:41:00
6226670935,45.737892,4.814693,174,joana hadjithomas khalil joreige lebanese rocket society president album art biennaledelyon khaliljoreige joanahadjithomas,2011,10,8,15,40,213550800.0,undef,2011-10-08 15:40:00
6226651147,45.737892,4.814693,174,joana hadjithomas khalil joreige lebanese rocket society president album art biennaledelyon khaliljoreige joanahadjithomas,2011,10,8,15,40,213550800.0,undef,2011-10-08 15:40:00
6227146488,45.737892,4.814693,174,joana hadjithomas khalil joreige lebanese rocket society president album dtail art biennaledelyon khaliljoreige joanahadjithomas,2011,10,8,15,40,213550800.0,undef,2011-10-08 15:40:00
6227138022,45.737892,4.814693,174,joana hadjithomas khalil joreige lebanese rocket society president album dtail art biennaledelyon khaliljoreige joanahadjithomas,2011,10,8,15,40,213550800.0,undef,2011-10-08 15:40:00
6226616445,45.737892,4.814693,174,joana hadjithomas khalil joreige lebanese rocket society president album art biennaledelyon khaliljoreige joanahadjithomas,2011,10,8,15,40,213550800.0,undef,2011-10-08 15:40:00
6226587867,45.737892,4.814693,174,satno filko art biennaledelyon satnofilko,2011,10,8,15,34,213550440.0,undef,2011-10-08 15:34:00
6227097864,45.737892,4.814693,174,satno filko art biennaledelyon satnofilko,2011,10,8,15,33,213550380.0,undef,2011-10-08 15:33:00
6226529803,45.737892,4.814693,174,satno filko breathing celebration air installation art biennaledelyon satnofilko,2011,10,8,15,34,213550440.0,undef,2011-10-08 15:34:00
6227041934,45.737892,4.814693,174,satno filko breathing celebration air installation art biennaledelyon satnofilko,2011,10,8,15,33,213550380.0,undef,2011-10-08 15:33:00
6226516821,45.737892,4.814693,174,satno filko art biennaledelyon satnofilko,2011,10,8,15,33,213550380.0,undef,2011-10-08 15:33:00
6227031974,45.737892,4.814693,174,satno filko breathing celebration air installation art biennaledelyon satnofilko,2011,10,8,15,32,213550320.0,undef,2011-10-08 15:32:00
6227027104,45.737892,4.814693,174,satno filko breathing celebration air installation art biennaledelyon satnofilko,2011,10,8,15,32,213550320.0,undef,2011-10-08 15:32:00
6227021402,45.737892,4.814693,174,satno filko breathing celebration air installation art biennaledelyon satnofilko,2011,10,8,15,31,213550260.0,undef,2011-10-08 15:31:00
6226479575,45.737892,4.814693,174,robbie cornelissen het grote geheugen x capacious memory art biennaledelyon robbiecornelissen,2011,10,8,15,30,213550200.0,undef,2011-10-08 15:30:00
6226994944,45.737892,4.814693,174,robbie cornelissen het grote geheugen x capacious memory dtail art biennaledelyon robbiecornelissen,2011,10,8,15,29,213550140.0,undef,2011-10-08 15:29:00
6226987468,45.737892,4.814693,174,robbie cornelissen het grote geheugen x capacious memory dtail art biennaledelyon robbiecornelissen,2011,10,8,15,29,213550140.0,undef,2011-10-08 15:29:00
6226464349,45.737892,4.814693,174,robbie cornelissen het grote geheugen x capacious memory dtail art biennaledelyon robbiecornelissen,2011,10,8,15,29,213550140.0,undef,2011-10-08 15:29:00
6226433439,45.737892,4.814693,174,robbie cornelissen het grote geheugen x capacious memory art biennaledelyon robbiecornelissen,2011,10,8,15,28,213550080.0,undef,2011-10-08 15:28:00
6226945060,45.737892,4.814693,174,robbie cornelissen het grote geheugen x capacious memory dtail art biennaledelyon robbiecornelissen,2011,10,8,15,28,213550080.0,undef,2011-10-08 15:28:00
6226421759,45.737892,4.814693,174,robbie cornelissen het grote geheugen x capacious memory dtail art biennaledelyon robbiecornelissen,2011,10,8,15,28,213550080.0,undef,2011-10-08 15:28:00
6226417271,45.737892,4.814693,174,robbie cornelissen het grote geheugen x capacious memory dtail art biennaledelyon robbiecornelissen,2011,10,8,15,27,213550020.0,undef,2011-10-08 15:27:00
6226918690,45.737892,4.814693,174,robbie cornelissen het grote geheugen x capacious memory dtail art biennaledelyon robbiecornelissen,2011,10,8,15,27,213550020.0,undef,2011-10-08 15:27:00
6226396283,45.737892,4.814693,174,robbie cornelissen het grote geheugen x capacious memory dtail art biennaledelyon robbiecornelissen,2011,10,8,15,27,213550020.0,undef,2011-10-08 15:27:00
6226909496,45.737892,4.814693,174,robbie cornelissen het grote geheugen x capacious memory dtail art biennaledelyon robbiecornelissen,2011,10,8,15,27,213550020.0,undef,2011-10-08 15:27:00
6226381677,45.737892,4.814693,174,robbie cornelissen het grote geheugen x capacious memory dtail art biennaledelyon robbiecornelissen,2011,10,8,15,27,213550020.0,undef,2011-10-08 15:27:00
6226376463,45.737892,4.814693,174,robbie cornelissen het grote geheugen x capacious memory dtail art biennaledelyon robbiecornelissen,2011,10,8,15,26,213549960.0,undef,2011-10-08 15:26:00
6226368355,45.737892,4.814693,174,robbie cornelissen het grote geheugen x capacious memory dtail art biennaledelyon robbiecornelissen,2011,10,8,15,26,213549960.0,undef,2011-10-08 15:26:00
6226360101,45.737892,4.814693,174,robbie cornelissen het grote geheugen x capacious memory dtail art biennaledelyon robbiecornelissen,2011,10,8,15,26,213549960.0,undef,2011-10-08 15:26:00
6226873108,45.737892,4.814693,174,robbie cornelissen het grote geheugen x capacious memory dtail art biennaledelyon robbiecornelissen,2011,10,8,15,26,213549960.0,undef,2011-10-08 15:26:00
