id,lat,long,cluster_DBSCAN,text_clean,date_taken_year,date_taken_month,date_taken_day,date_taken_hour,date_taken_minute,temps_diff,Type
4175221314,45.757403,4.833168,136, ,2009,12,7,23,53,-1.661163556549707,undef
5468118672,45.757163,4.833115,136,lyon place bellecour ,2011,1,28,8,20,-1.252196693073616,undef
5280724753,45.757399,4.833131,136,dsc ,2010,12,8,18,47,-1.3018643658837286,undef
5249881359,45.757324,4.833158,136, france light lyon fete lumieres fetedeslumieres,2010,12,10,20,59,-1.299809801032616,undef
5534273219,45.757328,4.833179,136,grande roue france geotagged frankreich lyon velo fahrrad mrz riesenrad frhling peekm,2011,3,9,11,43,-1.2127677381968365,undef
5849030184,45.757178,4.833104,136,nature capitale lyon panorama france panoramique lyonnaturecapitale,2011,6,19,16,39,-1.1123750965874928,undef
6004048699,45.757373,4.833158,136, ,2011,7,31,12,24,-1.0712940314619102,undef
6229587181,45.757286,4.833105,136, france lyon,2011,8,15,14,55,-1.056457099165579,undef
6230103960,45.757286,4.833105,136, france lyon,2011,8,15,13,24,-1.056519172672037,undef
6230103258,45.757286,4.833105,136, france lyon,2011,8,15,13,24,-1.056519172672037,undef
6230102738,45.757286,4.833105,136, france lyon,2011,8,15,13,24,-1.056519172672037,undef
6230102296,45.757286,4.833105,136, france lyon,2011,8,15,13,24,-1.056519172672037,undef
6230101736,45.757286,4.833105,136, france lyon,2011,8,15,13,24,-1.056519172672037,undef
6229583885,45.757286,4.833105,136, france lyon,2011,8,15,13,24,-1.056519172672037,undef
6230100696,45.757286,4.833105,136, france lyon,2011,8,15,13,4,-1.0565328152009288,undef
6973264173,45.757277,4.833111,136,lyon france night angle minolta lyon sony grand uga alpha,2012,2,29,20,48,-0.8617284166484285,undef
8332294025,45.757261,4.833136,136,sans titre blue light colour green k grande neon place lyon pentax perspective vert x ombre fete nuit lumieres eclairage manege roue bellecour kx nacelle graphism bleur,2009,2,9,12,28,-1.95729169930842,undef
8718361844,45.757377,4.833125,136,louis xiv people horse france cheval louis europe king lyon place pferd personnes roi fourvire,2013,5,5,17,41,-0.4385010177216869,undef
