id,lat,long,cluster_DBSCAN,text_clean,date_taken_year,date_taken_month,date_taken_day,date_taken_hour,date_taken_minute,temps_diff,Type,date_taken,year_month
6124582911,45.756752,4.83982,323, ,2010,10,9,16,20,182103600.0,Événement Temporaire,2010-10-09 16:20:00,2010-10
6125101942,45.756752,4.83982,323, ,2010,10,9,16,40,182104800.0,Événement Temporaire,2010-10-09 16:40:00,2010-10
6124560099,45.756752,4.83982,323, ,2010,10,9,16,46,182105160.0,Événement Temporaire,2010-10-09 16:46:00,2010-10
6125101890,45.756752,4.83982,323, ,2010,10,9,16,59,182105940.0,Événement Temporaire,2010-10-09 16:59:00,2010-10
6124559963,45.756752,4.83982,323, ,2010,10,9,16,53,182105580.0,Événement Temporaire,2010-10-09 16:53:00,2010-10
6124559983,45.756752,4.83982,323, ,2010,10,9,16,55,182105700.0,Événement Temporaire,2010-10-09 16:55:00,2010-10
6124559933,45.756752,4.83982,323, ,2010,10,9,16,48,182105280.0,Événement Temporaire,2010-10-09 16:48:00,2010-10
6125101684,45.756752,4.83982,323, ,2010,10,9,16,46,182105160.0,Événement Temporaire,2010-10-09 16:46:00,2010-10
6125101622,45.756752,4.83982,323, ,2010,10,9,16,45,182105100.0,Événement Temporaire,2010-10-09 16:45:00,2010-10
6124559749,45.756752,4.83982,323, ,2010,10,9,16,45,182105100.0,Événement Temporaire,2010-10-09 16:45:00,2010-10
6124559721,45.756752,4.83982,323, ,2010,10,9,16,40,182104800.0,Événement Temporaire,2010-10-09 16:40:00,2010-10
6125101476,45.756752,4.83982,323, ,2010,10,9,16,38,182104680.0,Événement Temporaire,2010-10-09 16:38:00,2010-10
6125101136,45.756752,4.83982,323, ,2010,10,9,16,36,182104560.0,Événement Temporaire,2010-10-09 16:36:00,2010-10
6124559263,45.756752,4.83982,323, ,2010,10,9,16,35,182104500.0,Événement Temporaire,2010-10-09 16:35:00,2010-10
6124559295,45.756752,4.83982,323, ,2010,10,9,16,35,182104500.0,Événement Temporaire,2010-10-09 16:35:00,2010-10
6124559227,45.756752,4.83982,323, ,2010,10,9,16,35,182104500.0,Événement Temporaire,2010-10-09 16:35:00,2010-10
6125100980,45.756752,4.83982,323, ,2010,10,9,16,33,182104380.0,Événement Temporaire,2010-10-09 16:33:00,2010-10
6125100944,45.756752,4.83982,323, ,2010,10,9,16,29,182104140.0,Événement Temporaire,2010-10-09 16:29:00,2010-10
6124559131,45.756752,4.83982,323, ,2010,10,9,16,18,182103480.0,Événement Temporaire,2010-10-09 16:18:00,2010-10
6125100884,45.756752,4.83982,323, ,2010,10,9,16,26,182103960.0,Événement Temporaire,2010-10-09 16:26:00,2010-10
6125100850,45.756752,4.83982,323, ,2010,10,9,16,23,182103780.0,Événement Temporaire,2010-10-09 16:23:00,2010-10
6125100812,45.756752,4.83982,323, ,2010,10,9,16,19,182103540.0,Événement Temporaire,2010-10-09 16:19:00,2010-10
