id,lat,long,cluster_DBSCAN,text_clean,date_taken_year,date_taken_month,date_taken_day,date_taken_hour,date_taken_minute,temps_diff,Type,date_taken
7798706232,45.763419,4.834219,242, ,2012,8,16,17,41,240601260.0,undef,2012-08-16 17:41:00
8676195764,45.763331,4.834113,242,lyon rue rpublique france lyon rhne ruedelarpublique rhnealpes presqule,2013,4,21,14,8,262015680.0,undef,2013-04-21 14:08:00
11690020275,45.763406,4.834177,242, france lyon,2013,12,9,22,32,282090720.0,undef,2013-12-09 22:32:00
16555778008,45.763488,4.83422,242,angle rue grenette edouard herriot lyon blackandwhite lyon noiretblanc,2015,3,7,10,11,321185460.0,undef,2015-03-07 10:11:00
24044851177,45.763502,4.834202,242, ,2017,12,7,21,11,408143460.0,undef,2017-12-07 21:11:00
38187063574,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,8,408146880.0,undef,2017-12-07 22:08:00
24037755027,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,8,408146880.0,undef,2017-12-07 22:08:00
25031154478,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,10,408147000.0,undef,2017-12-07 22:10:00
25031152938,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,30,408148200.0,undef,2017-12-07 22:30:00
25031151008,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,33,408148380.0,undef,2017-12-07 22:33:00
24037738497,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,33,408148380.0,undef,2017-12-07 22:33:00
24037735287,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,33,408148380.0,undef,2017-12-07 22:33:00
38902636371,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,33,408148380.0,undef,2017-12-07 22:33:00
38902632951,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,34,408148440.0,undef,2017-12-07 22:34:00
38902628781,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,34,408148440.0,undef,2017-12-07 22:34:00
24037726167,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,35,408148500.0,undef,2017-12-07 22:35:00
24037724147,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,35,408148500.0,undef,2017-12-07 22:35:00
27126037959,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,35,408148500.0,undef,2017-12-07 22:35:00
38187024214,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,36,408148560.0,undef,2017-12-07 22:36:00
24037701137,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,36,408148560.0,undef,2017-12-07 22:36:00
27126014349,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,36,408148560.0,undef,2017-12-07 22:36:00
38186977934,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,36,408148560.0,undef,2017-12-07 22:36:00
38902571861,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,36,408148560.0,undef,2017-12-07 22:36:00
27125990239,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,36,408148560.0,undef,2017-12-07 22:36:00
25031084718,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,36,408148560.0,undef,2017-12-07 22:36:00
38902542491,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,37,408148620.0,undef,2017-12-07 22:37:00
25031074918,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,37,408148620.0,undef,2017-12-07 22:37:00
27125961049,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,37,408148620.0,undef,2017-12-07 22:37:00
27125936879,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,37,408148620.0,undef,2017-12-07 22:37:00
38902485951,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,38,408148680.0,undef,2017-12-07 22:38:00
24037602927,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,38,408148680.0,undef,2017-12-07 22:38:00
25031021698,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,38,408148680.0,undef,2017-12-07 22:38:00
25031018958,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,39,408148740.0,undef,2017-12-07 22:39:00
38186875844,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,39,408148740.0,undef,2017-12-07 22:39:00
38186871584,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,40,408148800.0,undef,2017-12-07 22:40:00
25031012348,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,40,408148800.0,undef,2017-12-07 22:40:00
25031010068,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,40,408148800.0,undef,2017-12-07 22:40:00
25031007618,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,48,408149280.0,undef,2017-12-07 22:48:00
38186853904,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,50,408149400.0,undef,2017-12-07 22:50:00
38186849864,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,54,408149640.0,undef,2017-12-07 22:54:00
25030998848,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,54,408149640.0,undef,2017-12-07 22:54:00
25030995268,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,22,57,408149820.0,undef,2017-12-07 22:57:00
25030992368,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,23,6,408150360.0,undef,2017-12-07 23:06:00
25030989348,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,23,8,408150480.0,undef,2017-12-07 23:08:00
38186830824,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,23,8,408150480.0,undef,2017-12-07 23:08:00
24037575837,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,23,9,408150540.0,undef,2017-12-07 23:09:00
24037573377,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,23,14,408150840.0,undef,2017-12-07 23:14:00
24037570147,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,23,14,408150840.0,undef,2017-12-07 23:14:00
24037567527,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,23,15,408150900.0,undef,2017-12-07 23:15:00
24037564357,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,23,15,408150900.0,undef,2017-12-07 23:15:00
24037561397,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,23,16,408150960.0,undef,2017-12-07 23:16:00
38186813334,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,21,13,408143580.0,undef,2017-12-07 21:13:00
27125857449,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,20,59,408142740.0,undef,2017-12-07 20:59:00
38186807334,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,21,1,408142860.0,undef,2017-12-07 21:01:00
27125853999,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,21,2,408142920.0,undef,2017-12-07 21:02:00
38186802094,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,21,2,408142920.0,undef,2017-12-07 21:02:00
38186799584,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,21,3,408142980.0,undef,2017-12-07 21:03:00
27125848619,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,21,4,408143040.0,undef,2017-12-07 21:04:00
38186793604,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,21,4,408143040.0,undef,2017-12-07 21:04:00
38015825745,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,21,8,408143280.0,undef,2017-12-07 21:08:00
38186787844,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,21,9,408143340.0,undef,2017-12-07 21:09:00
38015820355,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,21,12,408143520.0,undef,2017-12-07 21:12:00
38016115975,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,21,22,408144120.0,undef,2017-12-07 21:22:00
25031238638,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,21,32,408144720.0,undef,2017-12-07 21:32:00
25031237118,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,21,33,408144780.0,undef,2017-12-07 21:33:00
25031235418,45.763436,4.834113,242,fte lumires fte lumires light night city colorfull lyon france,2017,12,7,21,33,408144780.0,undef,2017-12-07 21:33:00
