id,lat,long,cluster_DBSCAN,text_clean,date_taken_year,date_taken_month,date_taken_day,date_taken_hour,date_taken_minute,temps_diff,Type
4199190953,45.76267,4.827665,69, france book lyon book,2009,8,4,12,52,144852720.0,undef
4640100243,45.76256,4.827686,69,lyonf ,2010,5,22,15,52,170005920.0,undef
4700227189,45.762575,4.827493,69,lyon canon luce lyon colores mm francia thesnowwhite,2010,6,12,15,45,171819900.0,undef
4663600078,45.762476,4.827579,69, kid blackwhite nikon war lyon weapon coolpix,2010,6,2,16,46,170959560.0,undef
4802746107,45.762908,4.827847,69,traboulse doorway lyon door orange france lyon traboulse,2009,10,10,5,36,150615360.0,undef
4764521860,45.762373,4.827632,69,restaurant vieux lyon ,2010,7,4,11,17,173704620.0,undef
4934856766,45.762818,4.827858,69,traboules lyon lyon picturesque traboule hensen canonnl arethesebuildings,2010,8,11,11,40,176989200.0,undef
4934134313,45.762938,4.827708,69,tour rose lyon ,2010,8,11,12,8,176990880.0,undef
5076002937,45.762781,4.827767,69,day ,2010,10,1,0,0,181353600.0,undef
5076002851,45.762523,4.827595,69,day ,2010,10,1,0,0,181353600.0,undef
5166442368,45.762706,4.827777,69,pub lyonnais ,2010,11,7,18,21,184616460.0,undef
5477787964,45.762796,4.827826,69,world cup final packed lyon bar disappointed dutchman happy spaniard ,2010,7,11,20,27,174342420.0,undef
5418748080,45.762515,4.827628,69,dragon square squareformat iphoneography instagramapp uploadedbyinstagram foursquarevenue,2011,2,5,16,1,192384060.0,undef
5405168684,45.762575,4.827488,69,lyon place lyon couleur,2010,7,15,19,15,174683700.0,undef
5529862792,45.762515,4.827628,69,coming soon square squareformat walden iphoneography instagramapp uploadedbyinstagram foursquarevenue,2011,3,15,18,32,195676320.0,undef
5519949308,45.762557,4.82764,69,rue saintjean city urban france building town photo frankreich europa europe flickr lyon centre lione ciudad rhne stadt citycenter francia mitte dreamland btiment gebude ville centreville ue urbain saintjean vieuxlyon rhnealpes francja hccity sitt rotdenken julesrigobert,2011,3,12,15,41,195406860.0,undef
5584814677,45.762725,4.827761,69,petit bouchon miniature lyon bouchon,2011,4,3,16,35,197310900.0,undef
5582086615,45.762515,4.827628,69,next square squareformat hefe iphoneography instagramapp uploadedbyinstagram foursquarevenue,2011,4,2,19,3,197233380.0,undef
5582610504,45.762515,4.827628,69,teasing square squareformat earlybird iphoneography instagramapp uploadedbyinstagram foursquarevenue,2011,4,2,18,38,197231880.0,undef
5581927011,45.762515,4.827628,69,teasing square squareformat earlybird iphoneography instagramapp uploadedbyinstagram foursquarevenue,2011,4,2,17,57,197229420.0,undef
5757572219,45.762781,4.827708,69,vieille ville street city urban vertical wall canon lyon wall rue amateur mur ville murs vieilleville canoneos digitalrebelxsi,2011,5,15,14,24,200931840.0,undef
5755501363,45.762515,4.827628,69,walking back hotel square squareformat hefe iphoneography instagramapp uploadedbyinstagram foursquarevenue b e f e,2011,5,24,21,37,201735420.0,undef
5717687503,45.762522,4.827616,69,lyon bouchons old st night canon eos restaurant jean lyon sigma nuit vieux mm lyonnais piton bouchons,2011,5,10,21,10,200524200.0,undef
5825702764,45.762515,4.827628,69, square squareformat brannan iphoneography instagramapp uploadedbyinstagram foursquarevenue b e f e,2011,6,12,21,8,203375280.0,undef
5793494672,45.762515,4.827628,69, square squareformat iphoneography instagramapp xproii uploadedbyinstagram foursquarevenue b e f e,2011,6,3,14,34,202574040.0,undef
5792933097,45.762515,4.827628,69, square squareformat iphoneography instagramapp xproii uploadedbyinstagram foursquarevenue b e f e,2011,6,3,14,32,202573920.0,undef
5793490038,45.762515,4.827628,69,tattoo square squareformat iphoneography instagramapp xproii uploadedbyinstagram foursquarevenue b e f e,2011,6,3,14,31,202573860.0,undef
5792927953,45.762515,4.827628,69,tatoo hand square squareformat iphoneography instagramapp xproii uploadedbyinstagram foursquarevenue b e f e,2011,6,3,14,30,202573800.0,undef
6071813707,45.762568,4.827654,69, citron mehari,2011,7,16,9,26,206270760.0,undef
6149206195,45.762667,4.8275,69,healthy course ,2011,9,14,20,58,211496280.0,undef
6290820769,45.762695,4.827632,69,cour intrieure croix rousse lyon croixrousse,2011,10,22,11,34,214745640.0,undef
6291338952,45.762695,4.827632,69,cour intrieure croix rousse lyon croixrousse,2011,10,22,11,37,214745820.0,undef
6903085017,45.762717,4.827831,69,img f ,2012,2,18,15,29,225041340.0,undef
6903082681,45.762762,4.827799,69,img f ,2012,2,18,15,24,225041040.0,undef
6716077569,45.762893,4.827772,69,captain candy street st statue shop jack mm nikon candy jean lyon style sparrow pirate vieux fabricedrevon,2011,12,26,17,54,220384440.0,undef
6674516159,45.762807,4.827761,69,vieux lyon travel france lyon,2011,11,12,12,5,216561900.0,undef
6593490219,45.762875,4.827783,69,lost lost lyon andreaschiavonet,2011,8,27,14,14,209916840.0,undef
6842705162,45.7625,4.8275,69, ,2009,7,11,20,20,142806000.0,undef
6988802245,45.7625,4.827666,69, ,2009,7,11,11,50,142775400.0,undef
6941045344,45.762667,4.827833,69, ,2012,4,17,7,59,230111940.0,undef
6939270778,45.762748,4.82776,69,lyon quartier saintjean succs case cousin paul avril paul lyon couleurs case cousin curiosit parapluies succs intert,2012,4,14,13,32,229872720.0,undef
7422476748,45.762666,4.8275,69,lyon france lyon rhnealpes,2012,6,22,15,12,235840320.0,undef
7422475982,45.762666,4.8275,69,lyon france lyon rhnealpes,2012,6,22,15,12,235840320.0,undef
7422475156,45.7625,4.827666,69,lyon france lyon rhnealpes,2012,6,22,15,12,235840320.0,undef
7664656522,45.762628,4.827493,69,p lyon vieuxlyon,2012,7,28,16,34,238955640.0,undef
7797952668,45.76253,4.827686,69,vieux lyon france lyon vieuxlyon mmvr nikond,2012,8,9,13,9,239980140.0,undef
8032729769,45.762673,4.827729,69,alley vieux lyon window people france building architecture facade menu walking square table restaurant beige alley europe lyon board september pedestrian oldcity rhonealpes vieuxlyon ruesaintjean placeneuvestjean rhonealpesregion legourmanddesaintjean,2012,9,16,18,13,243281580.0,undef
8032725594,45.762852,4.827793,69,vieux lyon road street window shadow people france building facade dark walking restaurant beige europe chair lyon gray september cobblestone pedestrian oldcity rhonealpes vieuxlyon ruesaintjean pedestrianzone rhonealpesregion,2012,9,16,18,13,243281580.0,undef
8000534993,45.762807,4.82775,69,music light music nikon lyon soul couleur,2012,9,18,18,27,243455220.0,undef
8183021234,45.762643,4.827718,69,give ghost lione summer blackandwhite bw france x film mediumformat blackwhite estate lyon lione august bn agosto squareformat analogue filmcamera francia bianconero biancoenero analogica vieux pellicola analogico medioformato rodanoalpi,2012,11,13,20,50,248302200.0,undef
8502893005,45.7625,4.8275,69, photostream,2012,10,29,11,50,246973800.0,undef
8502892667,45.762667,4.8275,69, photostream,2012,10,29,11,50,246973800.0,undef
8402134611,45.762673,4.827665,69,rue saintjean cinema france miniature lyon museun vieuxlyon ruesaintjean museminiatureetcinma museumofminiaturesandcinema,2012,12,11,9,48,250681680.0,undef
8326863386,45.762476,4.827551,69, ruesaintjean uploadedbyflickrmobile flickriosappfiltermammoth mammothfilter,2012,12,30,13,51,252337860.0,undef
8275570931,45.762807,4.82775,69,pension ,2012,12,8,15,20,250442400.0,undef
8535534944,45.762905,4.827783,69,florist france lyon vieuxlyon rhnealpes,2013,3,3,14,16,257782560.0,undef
8655573719,45.762545,4.827525,69,lyon ,2013,4,15,20,7,261518820.0,undef
8789238265,45.762475,4.82755,69,fork square squareformat iphoneography instagramapp uploadedbyinstagram foursquarevenue bce e b e f,2013,5,23,10,36,264767760.0,undef
8799724984,45.762475,4.82755,69,simple rule conduct square squareformat iphoneography instagramapp uploadedbyinstagram foursquarevenue bce e b e f,2013,5,23,10,24,264767040.0,undef
9120031171,45.762783,4.827789,69,keeping eye street old window sky people france car architecture fence building lyon cobblestone shop spycam cosmostour,2012,10,9,21,46,245281560.0,undef
9122255142,45.762783,4.827789,69,lovely old street lyon street sky people france car architecture fence building lyon cobblestone cosmostour,2012,10,9,21,45,245281500.0,undef
9120272746,45.7625,4.8275,69, lyon,2013,6,18,21,5,267051900.0,undef
9118041093,45.762833,4.827833,69, lyon,2013,6,18,21,0,267051600.0,undef
9120271034,45.7625,4.8275,69, lyon,2013,6,18,21,0,267051600.0,undef
9118039211,45.762666,4.827666,69, lyon,2013,6,18,12,28,267020880.0,undef
9120268378,45.762666,4.827666,69, lyon,2013,6,18,12,16,267020160.0,undef
9071885385,45.762783,4.827789,69,slight bend cosmostour france lyon city people sky shop street copplestones building architecture,2012,10,9,21,7,245279220.0,undef
9071884727,45.762783,4.827789,69,guide lyon cosmostour france lyon city people street copplestones building sign light sky architecture,2012,10,9,21,3,245278980.0,undef
9074112482,45.762783,4.827789,69,take hat cosmostour france lyon art streetart wall brick building,2012,10,9,21,2,245278920.0,undef
