id,lat,long,cluster_DBSCAN,text_clean,date_taken_year,date_taken_month,date_taken_day,date_taken_hour,date_taken_minute,temps_diff,Type
4177400702,45.753739,4.827268,43,basilique dainay light france festival light europe lyon rhne fte festivaloflights lumires december th ftedeslumires dcembre grandlyon rhnealpes december dec december thdecember ftedeslumires,2009,12,8,22,57,-1.660219493550391,undef
4177399818,45.753739,4.827268,43,basilique dainay light france festival light europe lyon rhne fte festivaloflights lumires december th ftedeslumires dcembre grandlyon rhnealpes december dec december thdecember ftedeslumires,2009,12,8,22,56,-1.660220175676835,undef
4176640113,45.753739,4.827268,43,basilique dainay light france festival light europe lyon rhne fte festivaloflights lumires december th ftedeslumires dcembre grandlyon rhnealpes december dec december thdecember ftedeslumires,2009,12,8,22,56,-1.660220175676835,undef
4177398216,45.753739,4.827268,43,basilique dainay light france festival light europe lyon rhne fte festivaloflights lumires december th ftedeslumires dcembre grandlyon rhnealpes december dec december thdecember ftedeslumires,2009,12,8,22,56,-1.660220175676835,undef
4177397450,45.753739,4.827268,43,basilique dainay light france festival light europe lyon rhne fte festivaloflights lumires december th ftedeslumires dcembre grandlyon rhnealpes december dec december thdecember ftedeslumires,2009,12,8,22,55,-1.66022085780328,undef
4177396560,45.753739,4.827268,43,basilique dainay light france festival light europe lyon rhne fte festivaloflights lumires december th ftedeslumires dcembre grandlyon rhnealpes december dec december thdecember ftedeslumires,2009,12,8,22,54,-1.6602215399297249,undef
6026392005,45.753716,4.827085,43,basilique saintmartin dainay lyon france lyon church frankrijk romanesque rhonealpes kerken basiliquesaintmartindainay,2011,7,22,12,5,-1.0801473505862762,undef
6026946582,45.753716,4.827085,43,basilique saintmartin dainay lyon france lyon church frankrijk romanesque rhonealpes basiliquesaintmartindainay,2011,7,22,11,18,-1.080179410529172,undef
6212500473,45.753668,4.827337,43,eglise noir lyon glise blanc,2011,10,3,13,5,-1.0084012911440383,undef
6817379549,45.753683,4.827182,43,lyon rhne basilique stmartin dainay ,2011,12,27,16,51,-0.9247548537494404,undef
6817378051,45.753683,4.827182,43,lyon rhne basilique stmartin dainay ,2011,12,27,16,51,-0.9247548537494404,undef
6817374243,45.753683,4.827182,43,lyon rhne basilique stmartin dainay ,2011,12,27,16,51,-0.9247548537494404,undef
6817369837,45.753683,4.827182,43,lyon rhne basilique stmartin dainay ,2011,12,27,16,47,-0.9247575822552186,undef
6817367877,45.753683,4.827182,43,lyon rhne basilique stmartin dainay ,2011,12,27,16,31,-0.924768496278332,undef
6817359463,45.753683,4.827182,43,lyon rhne basilique stmartin dainay ,2011,12,27,16,30,-0.9247691784047768,undef
6817357223,45.753683,4.827182,43,lyon rhne basilique stmartin dainay ,2011,12,27,16,51,-0.9247548537494404,undef
