id,lat,long,cluster_DBSCAN,text_clean,date_taken_year,date_taken_month,date_taken_day,date_taken_hour,date_taken_minute,temps_diff,Type
4242086885,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,13,10,-1.6773183571369907,undef
4242086277,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,13,10,-1.6773183571369907,undef
4242084541,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,13,6,-1.677321085642769,undef
4242079129,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,13,13,-1.677316310757657,undef
4242078669,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,15,12,-1.6772351377107504,undef
4242078401,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,15,12,-1.6772351377107504,undef
4242850184,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,15,11,-1.677235819837195,undef
4242848920,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,15,10,-1.6772365019636395,undef
4242847854,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,15,9,-1.6772371840900842,undef
4242847238,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,15,9,-1.6772371840900842,undef
4242074883,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,13,15,-1.6773149465047676,undef
4242073967,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,13,15,-1.6773149465047676,undef
4242845024,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,13,12,-1.6773169928841014,undef
4242841146,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,13,17,-1.6773135822518783,undef
4242064675,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,51,-1.6772494623660867,undef
4242836358,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,50,-1.6772501444925314,undef
4242063929,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,50,-1.6772501444925314,undef
4242059107,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,48,-1.6772515087454205,undef
4242058767,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,48,-1.6772515087454205,undef
4242830678,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,48,-1.6772515087454205,undef
4242830324,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,47,-1.6772521908718652,undef
4242057741,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,47,-1.6772521908718652,undef
4242829676,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,46,-1.6772528729983098,undef
4242057019,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,46,-1.6772528729983098,undef
4242828648,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,46,-1.6772528729983098,undef
4242056069,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,46,-1.6772528729983098,undef
4242827822,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,46,-1.6772528729983098,undef
4242055217,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,45,-1.6772535551247545,undef
4242827116,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,45,-1.6772535551247545,undef
4242826870,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,45,-1.6772535551247545,undef
4242054485,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,44,-1.677254237251199,undef
4242819674,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,52,-1.6772487802396423,undef
4242047325,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,52,-1.6772487802396423,undef
4242818688,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,52,-1.6772487802396423,undef
4242818372,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,52,-1.6772487802396423,undef
4242046041,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,51,-1.6772494623660867,undef
4242045737,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,41,-1.6772562836305327,undef
4242045393,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,41,-1.6772562836305327,undef
4242045053,45.736765,4.815123,28,biennale artcontemporain biennaledelyon,2009,11,21,14,39,-1.677257647883422,undef
