id,lat,long,cluster_DBSCAN,text_clean,date_taken_year,date_taken_month,date_taken_day,date_taken_hour,date_taken_minute,temps_diff,Type,date_taken,year_month
31511501864,45.777071,4.854712,358,far east lyon fdl ptdo supermimil,2016,12,10,15,14,376845240.0,Événement Temporaire,2016-12-10 15:14:00,2016-12
31542789683,45.777071,4.854712,358,lyon mini train parc loco lyon fdl ptdo supermimil,2016,12,10,15,13,376845180.0,Événement Temporaire,2016-12-10 15:13:00,2016-12
32314711926,45.777071,4.854712,358,mini train lyon parc lyon fdl ptdo supermimil,2016,12,10,15,13,376845180.0,Événement Temporaire,2016-12-10 15:13:00,2016-12
31976876750,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,24,376845840.0,Événement Temporaire,2016-12-10 15:24:00,2016-12
32314634176,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,23,376845780.0,Événement Temporaire,2016-12-10 15:23:00,2016-12
31511243384,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,27,376846020.0,Événement Temporaire,2016-12-10 15:27:00,2016-12
31976748080,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,28,376846080.0,Événement Temporaire,2016-12-10 15:28:00,2016-12
32203382792,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,35,376846500.0,Événement Temporaire,2016-12-10 15:35:00,2016-12
32353485435,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,35,376846500.0,Événement Temporaire,2016-12-10 15:35:00,2016-12
32203262312,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,36,376846560.0,Événement Temporaire,2016-12-10 15:36:00,2016-12
32353359815,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,36,376846560.0,Événement Temporaire,2016-12-10 15:36:00,2016-12
32203171092,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,37,376846620.0,Événement Temporaire,2016-12-10 15:37:00,2016-12
32203120202,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,40,376846800.0,Événement Temporaire,2016-12-10 15:40:00,2016-12
31976389140,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,43,376846980.0,Événement Temporaire,2016-12-10 15:43:00,2016-12
32314178786,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,49,376847340.0,Événement Temporaire,2016-12-10 15:49:00,2016-12
32202984352,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,49,376847340.0,Événement Temporaire,2016-12-10 15:49:00,2016-12
31510813834,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,49,376847340.0,Événement Temporaire,2016-12-10 15:49:00,2016-12
31976205370,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,49,376847340.0,Événement Temporaire,2016-12-10 15:49:00,2016-12
32313940386,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,51,376847460.0,Événement Temporaire,2016-12-10 15:51:00,2016-12
31976123710,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,51,376847460.0,Événement Temporaire,2016-12-10 15:51:00,2016-12
31541845893,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,52,376847520.0,Événement Temporaire,2016-12-10 15:52:00,2016-12
31541778993,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,53,376847580.0,Événement Temporaire,2016-12-10 15:53:00,2016-12
32232869191,45.777071,4.854712,358,p lyon fdl ptdo supermimil,2016,12,10,15,53,376847580.0,Événement Temporaire,2016-12-10 15:53:00,2016-12
