id,lat,long,cluster_DBSCAN,text_clean,date_taken_year,date_taken_month,date_taken_day,date_taken_hour,date_taken_minute,temps_diff,Type,date_taken,year_month
35465441205,45.766894,4.834101,363,muse beauxarts lyon modern art usines lyon france burgundy bourgogne auvergnerhnealpes metropolisoflyon rhonealpes unescoclassifiedplace unesco worldheritagesite unescoworldheritagesite placedesterreaux musedesbeauxartsdelyon thelyonmuseumoffinearts museumoffineartsoflyon municipalmuseumoffineartsinthefrenchcityoflyon formerbenedictineconvent placedesterreaux palaisdesarts thepalaissaintpierre modernart painting lesusines lopoldsurvage,2017,6,4,12,49,392042940.0,Événement Temporaire,2017-06-04 12:49:00,2017-06
35425454116,45.766894,4.834101,363,muse beauxarts lyon modern art usines lyon france burgundy bourgogne auvergnerhnealpes metropolisoflyon rhonealpes unescoclassifiedplace unesco worldheritagesite unescoworldheritagesite placedesterreaux musedesbeauxartsdelyon thelyonmuseumoffinearts museumoffineartsoflyon municipalmuseumoffineartsinthefrenchcityoflyon formerbenedictineconvent placedesterreaux palaisdesarts thepalaissaintpierre modernart sign painting lesusines lopoldsurvage,2017,6,4,12,49,392042940.0,Événement Temporaire,2017-06-04 12:49:00,2017-06
34655630763,45.766894,4.834101,363,muse beauxarts lyon modern art centre noir lyon france burgundy bourgogne auvergnerhnealpes metropolisoflyon rhonealpes unescoclassifiedplace unesco worldheritagesite unescoworldheritagesite placedesterreaux musedesbeauxartsdelyon thelyonmuseumoffinearts museumoffineartsoflyon municipalmuseumoffineartsinthefrenchcityoflyon formerbenedictineconvent placedesterreaux palaisdesarts thepalaissaintpierre modernart painting lecentrenoir albertgleizes,2017,6,4,12,50,392043000.0,Événement Temporaire,2017-06-04 12:50:00,2017-06
35425412176,45.766894,4.834101,363,muse beauxarts lyon modern art hibou rouge stri lyon france burgundy bourgogne auvergnerhnealpes metropolisoflyon rhonealpes unescoclassifiedplace unesco worldheritagesite unescoworldheritagesite placedesterreaux musedesbeauxartsdelyon thelyonmuseumoffinearts museumoffineartsoflyon municipalmuseumoffineartsinthefrenchcityoflyon formerbenedictineconvent placedesterreaux palaisdesarts thepalaissaintpierre modernart sculpture lehibourougestri pablopicasso theredstriatedowl,2017,6,4,12,50,392043000.0,Événement Temporaire,2017-06-04 12:50:00,2017-06
35078666230,45.766894,4.834101,363,muse beauxarts lyon modern art hibou rouge stri lyon france burgundy bourgogne auvergnerhnealpes metropolisoflyon rhonealpes unescoclassifiedplace unesco worldheritagesite unescoworldheritagesite placedesterreaux musedesbeauxartsdelyon thelyonmuseumoffinearts museumoffineartsoflyon municipalmuseumoffineartsinthefrenchcityoflyon formerbenedictineconvent placedesterreaux palaisdesarts thepalaissaintpierre modernart sign sculpture lehibourougestri pablopicasso theredstriatedowl,2017,6,4,12,50,392043000.0,Événement Temporaire,2017-06-04 12:50:00,2017-06
35334922281,45.766894,4.834101,363,muse beauxarts lyon modern art buffet catalan lyon france burgundy bourgogne auvergnerhnealpes metropolisoflyon rhonealpes unescoclassifiedplace unesco worldheritagesite unescoworldheritagesite placedesterreaux musedesbeauxartsdelyon thelyonmuseumoffinearts museumoffineartsoflyon municipalmuseumoffineartsinthefrenchcityoflyon formerbenedictineconvent placedesterreaux palaisdesarts thepalaissaintpierre modernart painting lebuffetducatalan pablopicasso thecatalanbuffet,2017,6,4,12,50,392043000.0,Événement Temporaire,2017-06-04 12:50:00,2017-06
35465331195,45.766894,4.834101,363,muse beauxarts lyon modern art prise constaninople lyon france burgundy bourgogne auvergnerhnealpes metropolisoflyon rhonealpes unescoclassifiedplace unesco worldheritagesite unescoworldheritagesite placedesterreaux musedesbeauxartsdelyon thelyonmuseumoffinearts museumoffineartsoflyon municipalmuseumoffineartsinthefrenchcityoflyon formerbenedictineconvent placedesterreaux palaisdesarts thepalaissaintpierre modernart painting laprisedeconstaninople pierrebettencourt thetakingofconstantinople,2017,6,4,12,51,392043060.0,Événement Temporaire,2017-06-04 12:51:00,2017-06
35298600442,45.766894,4.834101,363,muse beauxarts lyon modern art sculpture tiennemartin lyon france burgundy bourgogne auvergnerhnealpes metropolisoflyon rhonealpes unescoclassifiedplace unesco worldheritagesite unescoworldheritagesite placedesterreaux musedesbeauxartsdelyon thelyonmuseumoffinearts museumoffineartsoflyon municipalmuseumoffineartsinthefrenchcityoflyon formerbenedictineconvent placedesterreaux palaisdesarts thepalaissaintpierre modernart sculpture tiennemartin lanuitdoppde piet pietidole lapincelinge thenightofoppde theclothespin boisdechtaignier chestnutwood boisdetilleul limewood boisdecdre cedarwood boisdbene woodofebony,2017,6,4,12,53,392043180.0,Événement Temporaire,2017-06-04 12:53:00,2017-06
35078561290,45.766894,4.834101,363,muse beauxarts lyon modern art sculpture tiennemartin lyon france burgundy bourgogne auvergnerhnealpes metropolisoflyon rhonealpes unescoclassifiedplace unesco worldheritagesite unescoworldheritagesite placedesterreaux musedesbeauxartsdelyon thelyonmuseumoffinearts museumoffineartsoflyon municipalmuseumoffineartsinthefrenchcityoflyon formerbenedictineconvent placedesterreaux palaisdesarts thepalaissaintpierre modernart sign sculpture tiennemartin lanuitdoppde piet pietidole lapincelinge thenightofoppde theclothespin boisdechtaignier chestnutwood boisdetilleul limewood boisdecdre cedarwood boisdbene woodofebony,2017,6,4,12,53,392043180.0,Événement Temporaire,2017-06-04 12:53:00,2017-06
35334770551,45.766894,4.834101,363,muse beauxarts lyon modern art terre ciel lyon france burgundy bourgogne auvergnerhnealpes metropolisoflyon rhonealpes unescoclassifiedplace unesco worldheritagesite unescoworldheritagesite placedesterreaux musedesbeauxartsdelyon thelyonmuseumoffinearts museumoffineartsoflyon municipalmuseumoffineartsinthefrenchcityoflyon formerbenedictineconvent placedesterreaux palaisdesarts thepalaissaintpierre modernart painting terreetciel albertgleizes earthandsky,2017,6,4,12,58,392043480.0,Événement Temporaire,2017-06-04 12:58:00,2017-06
34623781174,45.766894,4.834101,363,muse beauxarts lyon modern art andr coultre paul rgny donation lyon france burgundy bourgogne auvergnerhnealpes metropolisoflyon rhonealpes unescoclassifiedplace unesco worldheritagesite unescoworldheritagesite placedesterreaux musedesbeauxartsdelyon thelyonmuseumoffinearts museumoffineartsoflyon municipalmuseumoffineartsinthefrenchcityoflyon formerbenedictineconvent placedesterreaux palaisdesarts thepalaissaintpierre modernart sign painting andrlecoultrepaulrgnydonation andrlecoultre paulrgny,2017,6,4,12,58,392043480.0,Événement Temporaire,2017-06-04 12:58:00,2017-06
35298514112,45.766894,4.834101,363,muse beauxarts lyon modern art terre ciel lyon france burgundy bourgogne auvergnerhnealpes metropolisoflyon rhonealpes unescoclassifiedplace unesco worldheritagesite unescoworldheritagesite placedesterreaux musedesbeauxartsdelyon thelyonmuseumoffinearts museumoffineartsoflyon municipalmuseumoffineartsinthefrenchcityoflyon formerbenedictineconvent placedesterreaux palaisdesarts thepalaissaintpierre modernart painting terreetciel albertgleizes earthandsky,2017,6,4,12,58,392043480.0,Événement Temporaire,2017-06-04 12:58:00,2017-06
35078493590,45.766894,4.834101,363,muse beauxarts lyon modern art prisonnire lyon france burgundy bourgogne auvergnerhnealpes metropolisoflyon rhonealpes unescoclassifiedplace unesco worldheritagesite unescoworldheritagesite placedesterreaux musedesbeauxartsdelyon thelyonmuseumoffinearts museumoffineartsoflyon municipalmuseumoffineartsinthefrenchcityoflyon formerbenedictineconvent placedesterreaux palaisdesarts thepalaissaintpierre modernart sculpture laprisonnire bronze ossipzadkine theprisoner,2017,6,4,12,51,392043060.0,Événement Temporaire,2017-06-04 12:51:00,2017-06
