id,lat,long,cluster_DBSCAN,text_clean,date_taken_year,date_taken_month,date_taken_day,date_taken_hour,date_taken_minute,temps_diff,Type,date_taken,year_month
4393122952,45.767328,4.833362,325,lyon novembre lesphotosdevoyage,2010,2,27,12,21,162735660.0,Événement Temporaire,2010-02-27 12:21:00,2010-02
4370161075,45.767515,4.833898,325,htel ville france lyon francia hdr hteldeville placedesterreaux sonyalpha,2010,1,23,10,6,159703560.0,Événement Temporaire,2010-01-23 10:06:00,2010-01
4365988730,45.767558,4.833351,325,dsc pola ice lyon terreaux poladroid,2010,2,17,19,46,161898360.0,Événement Temporaire,2010-02-17 19:46:00,2010-02
4356643416,45.767628,4.833276,325,lyon fontaine bartholdi terreaux france lyon fevrier bartholdi bony terreaux ontaine mayapress,2010,2,13,13,12,161529120.0,Événement Temporaire,2010-02-13 13:12:00,2010-02
4300810257,45.766849,4.833533,325, lyon sunday dimanche musedesbeauxarts canonef mmf lusm placeterreaux musedesbeauxartsdelyon canon dmarkii,2010,1,24,15,27,159809220.0,Événement Temporaire,2010-01-24 15:27:00,2010-01
4301556800,45.766849,4.833533,325,diagonal blackandwhite bw lyon noiretblanc sunday nb dimanche musedesbeauxarts canonef mmf lusm placeterreaux musedesbeauxartsdelyon canon dmarkii,2010,1,24,15,26,159809160.0,Événement Temporaire,2010-01-24 15:26:00,2010-01
4300808973,45.766849,4.833533,325, lyon sunday dimanche musedesbeauxarts canonef mmf lusm placeterreaux musedesbeauxartsdelyon canon dmarkii,2010,1,24,15,24,159809040.0,Événement Temporaire,2010-01-24 15:24:00,2010-01
4300807819,45.766849,4.833533,325, blackandwhite bw lyon noiretblanc sunday nb dimanche musedesbeauxarts canonef mmf lusm placeterreaux musedesbeauxartsdelyon canon dmarkii,2010,1,24,15,20,159808800.0,Événement Temporaire,2010-01-24 15:20:00,2010-01
4300807141,45.766849,4.833533,325, blackandwhite bw lyon noiretblanc sunday nb dimanche musedesbeauxarts canonef mmf lusm placeterreaux musedesbeauxartsdelyon canon dmarkii,2010,1,24,15,19,159808740.0,Événement Temporaire,2010-01-24 15:19:00,2010-01
4300806233,45.766849,4.833533,325, blackandwhite bw lyon noiretblanc sunday nb dimanche musedesbeauxarts canonef mmf lusm placeterreaux musedesbeauxartsdelyon canon dmarkii,2010,1,24,15,19,159808740.0,Événement Temporaire,2010-01-24 15:19:00,2010-01
